REPYR,REPORT_NUM,FAC NAME,CHEM NAME,TRIFACID,FAC STREET1,FAC CITY,FAC ZIP,FAC COUNTY,CAS_NO,TECH NAME,TECH PHONE,TECH E-ADDRESS,CONT NAME,CONT PHONE,CONT_E-ADDRESS,NAICS,NAICS1,NAICS2,NAICS3,NAICS4,NAICS5,NAICS6,FORM A,FORM R,REVISION,REVISIONCODE1,REVISIONCODE2,WITHDRAWAL,WITHDRAWALCODE1,WITHDRAWALCODE2,MAX ONSITE,FUGITIVE,STACK,WATER1,RIVER1,WATER2,RIVER2,RCRA REL,LANDFILL,LANDFARM,LANDIMP,LANDIMP OTHR,LANDOTHR,METAL,METAL TO POTW,POTW,POTW2,OFF TRE,OFF STE REL1,OFF STE TRE1,OFF STATE1,OFF STE REL2,OFF STE TRE2,OFF STATE2,OFF STE REL3,OFF STE TRE3,OFF STATE3,OFF STE REL4,OFF STE TRE4,OFF STATE4,OFF STE REL5,OFF STE TRE5,OFF STATE5,OFF STE REL6,OFF STE TRE6,OFF STATE6,OFF STE REL7,OFF STE TRE7,OFF STATE7,OFF STE REL8,OFF STE TRE8,OFF STATE8,OFF STE REL9,OFF STE TRE9,OFF STATE9,ON ER B,OFF ER B,ON RCY B,OFF RCY B,ON TRE B,NON POTW OFF TRE,ACCID,P INDEX,CALC REL B,CALC OFF DIS,CALC OFF ER B,CALC OFF RCY B,RELEASE B,REL 81 A,REL 81 B,REL 81 C,REL 81 D,TOTAL TO AIR,TOTAL TO LAND,TOTAL TO WATER,FAC MAILSTREET1,FAC MAILCITY,FAC MAILSTREET2,FAC MAILSTATE,FAC MAILZIP,FAC MAILCOUNTY,CERT NAME,CERT TITLE,RIVERPERCENT1,RIVERPERCENT2,FUGITIVEBASIS,STACKBASIS,BASISCODE1,BASISCODE2,RCRA RELBASIS,LANDFILLBASIS,LANDFARMBASIS,LANDIMPBASIS,LANDIMP OTHRBASIS,LANDOTHRBASIS,POTWBASIS1,POTWFAC1,POTWCITY1,POTWSTATE1,POTWBASIS2,POTWFAC2,POTWCITY2,POTWSTATE2,OFF CITY1,OFF NAME1,OFF BASIS1,OFF CITY2,OFF NAME2,OFF BASIS2,OFF CITY3,OFF NAME3,OFF BASIS3,OFF CITY4,OFF NAME4,OFF BASIS4,OFF CITY5,OFF NAME5,OFF BASIS5,OFF CITY6,OFF NAME6,OFF BASIS6,OFF CITY7,OFF NAME7,OFF BASIS7,OFF CITY8,OFF NAME8,OFF BASIS8,OFF CITY9,OFF NAME9,OFF BASIS9,Geocoded Facility Location
2012,3345,AIR LIQUIDE - MEDAL,N-Methyl-2-pyrrolidone,19804MDLLP305WA,305 WATER ST,NEWPORT,19804,New Castle,872-50-4,STEVE POORMAN,3022252137,STEPHEN.POORMAN@AIRLIQUIDE.COM,STEVE POORMAN,3022252137,,326,326199,,,,,,0,1,0,,,0,,,4,5,890,0,,0,,0,0,0,0,0,0,,,102873,0,106263,2204,M50,AR,1186,M50,OH,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,3390,0,1.200000048,895,0,0,0,0,0,895,0,0,,,,,,,,,,Chester  Benham,General Manager,0,0,O,C,,,,,,,,,O,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WI",WILMINGTON,DE,,,,,EL DORADO,CLEAN HARBORS EL DORADO LLC,O,CINCINNATI,SPRING GROVE RESOURCE RECOVERY,O,,,,,,,,,,,,,,,,,,,,,,"305 WATER ST
NEWPORT, DE 19804
(39.711757, -75.604151)"
2012,3432,ALLEN HARIM FARMS - SEAFORD MILL,Manganese Compounds,1997WLLNSH2799A,20799 ALLEN ROAD,SEAFORD,199736547,Sussex,N450,HENRY QUATHAMER,4108202100,HENRY.QUATHAMER@ALLENHARIMLLC.COM,HENRY QUATHAMER,4108202100,HENRY.QUATHAMER@ALLENHARIMLLC.COM,311,311119,,,,,,1,0,0,,,0,,,,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,126 N. SHIPLEY STREET,SEAFORD,,DE,199733100,,Henry Quathamer,Maintenance/Engineering Manager,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20799 ALLEN ROAD
SEAFORD, DE 199736547
(38.691056, -75.62018)"
2012,3433,ALLEN HARIM FARMS - SEAFORD MILL,Zinc Compounds,1997WLLNSH2799A,20799 ALLEN ROAD,SEAFORD,199736547,Sussex,N982,HENRY QUATHAMER,4108202100,HENRY.QUATHAMER@ALLENHARIMLLC.COM,HENRY QUATHAMER,4108202100,HENRY.QUATHAMER@ALLENHARIMLLC.COM,311,311119,,,,,,1,0,0,,,0,,,,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,126 N. SHIPLEY STREET,SEAFORD,,DE,199733100,,Henry Quathamer,Maintenance/Engineering Manager,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20799 ALLEN ROAD
SEAFORD, DE 199736547
(38.691056, -75.62018)"
2012,3431,ALLEN HARIM FOODS - HARBESON,Nitrate compounds,19951LLNFMPOBOX,18752 HARBESON ROAD,HARBESON,199512802,Sussex,N511,HENRY QUATHAMER,4108202100,HENRY.QUATHAMER@ALLENHARIMLLC.COM,HENRY QUATHAMER,4108202100,HENRY.QUATHAMER@ALLENHARIMLLC.COM,311,311615,,,,,,1,0,0,,,0,,,,0,0,0,,0,,0,0,0,0,0,0,,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,126 N SHIPLEY STREET,SEAFORD,,DE,199733100,,Henry Quathamer,Maintenance/Engineering Manager,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18752 HARBESON ROAD
HARBESON, DE 199512802
(38.720648, -75.284737)"
2012,3693,AMICK FARMS,Copper Compounds,19940LLNSMRTE13,10281 AMICK DRIVE,DELMAR,199403492,Sussex,N100,JAY WALL,3028469511,JAY.WALL@AMICKFARMS.COM,JAY WALL,3028469511,JAY.WALL@AMICKFARMS.COM,311,311119,,,,,,1,0,0,,,0,,,,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,P.O. BOX 269,DELMAR,,DE,199400269,,Jay Wall,Mill Manager,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,3261,ARLON,Copper,19701KNCRP1100G,1100 GOVERNOR LEA RD,BEAR,19701,New Castle,7440-50-8,BETH NEUMANE,3028342100,BNEUMANE@ARLON-STD.COM,ROBERT CARINI,3028342100,BCARINI@ARLON-MED.COM,326,326130,326299,,,,,0,1,0,,,0,,,4,5,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,4100,M24,PA,200,M41,PA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,4100,0,0,0,0.610000014,205,200,0,0,0,0,5,0,200,,,,,,,,,,Robert Carini,"President, Arlon LLC",0,0,O,,,,,,,,,,,,,,,,,,PHILADELPHIA,UNITED METAL TRADERS COMLY ST,O,LEWISBERRY,CYCLE CHEM IN,O,,,,,,,,,,,,,,,,,,,,,,"1100 GOVERNOR LEA RD
BEAR, DE 19701
(39.60322, -75.660829)"
2012,3262,ARLON,Ethylbenzene,19701KNCRP1100G,1100 GOVERNOR LEA RD,BEAR,19701,New Castle,100-41-4,BETH NEUMANE,3028342100,BNEUMANE@ARLON-STD.COM,ROBERT CARINI,3028342100,BCARINI@ARLON-MED.COM,326,326130,326299,,,,,0,1,0,,,0,,,4,290,28,0,,0,,0,0,0,0,0,0,,,0,0,790,790,M95,OH,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,28000,790,0,0.930000007,320,0,0,0,0,0,320,0,0,,,,,,,,,,Robert Carini,"President, Arlon LLC",0,0,C,C,,,,,,,,,,,,,,,,,GRAFTON,ROSS INCINERATION SERVICES INC,O,,,,,,,,,,,,,,,,,,,,,,,,,"1100 GOVERNOR LEA RD
BEAR, DE 19701
(39.60322, -75.660829)"
2012,3263,ARLON,Xylene (mixed isomers),19701KNCRP1100G,1100 GOVERNOR LEA RD,BEAR,19701,New Castle,1330-20-7,BETH NEUMANE,3028342100,BNEUMANE@ARLON-STD.COM,ROBERT CARINI,3028342100,BCARINI@ARLON-MED.COM,326,326130,326299,,,,,0,1,0,,,0,,,5,1200,110,0,,0,,0,0,0,0,0,0,,,0,0,4500,4500,M95,OH,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,112000,4500,0,0.930000007,1300,0,0,0,0,0,1300,0,0,,,,,,,,,,Robert Carini,"President, Arlon LLC",0,0,C,C,,,,,,,,,,,,,,,,,GRAFTON,ROSS INCINERATION SERVICES INC,O,,,,,,,,,,,,,,,,,,,,,,,,,"1100 GOVERNOR LEA RD
BEAR, DE 19701
(39.60322, -75.660829)"
2012,3318,BALTIMORE AIRCOIL,Chromium Compounds (except for chromite ore mined in the Transvaal Reg,1996WBLTMR1162H,1162 Holly Hill Rd,Milford,19963,Kent,N090,Dale Wagner,9103917933,dwagner@baltimoreaircoil.com,Dale Wagner,9103917933,dwagner@baltimoreaircoil.com,333,333415,,,,,,0,1,0,,,0,,,4,0,3.799999952,0,,0,,0,0,0,0,0,0,1,,0,0,0,184600,M93,PA,40161,M93,DE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,224761,0,0,0,1.100000024,3.799999952,0,0,0,0,0,3.799999952,0,0,,,,,,,,,,Dale Wagner,EHS Manager,0,0,,E1,,,,,,,,,,,,,,,,,PHILADELPHIA,"THALHEIMER BROTHERS, INC",C,WILMINGTON,DIAMOND STATE RECYCLING CORP,C,,,,,,,,,,,,,,,,,,,,,,"1162 Holly Hill Rd
Milford, DE 19963
(38.923706, -75.469299)"
2012,3319,BALTIMORE AIRCOIL,Manganese Compounds,1996WBLTMR1162H,1162 Holly Hill Rd,Milford,19963,Kent,N450,Dale Wagner,9103917933,dwagner@baltimoreaircoil.com,Dale Wagner,9103917933,dwagner@baltimoreaircoil.com,333,333415,,,,,,0,1,0,,,0,,,4,0,8,0,,0,,0,0,0,0,0,0,1,,0,0,0,69225,M93,PA,60242,M93,DE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,129467,0,0,0,1.100000024,8,0,0,0,0,0,8,0,0,,,,,,,,,,Dale Wagner,EHS Manager,0,0,,E1,,,,,,,,,,,,,,,,,PHILADELPHIA,"THALHEIMER BROTHERS, INC",C,WILMINGTON,DIAMOND STATE RECYCLING CORP,C,,,,,,,,,,,,,,,,,,,,,,"1162 Holly Hill Rd
Milford, DE 19963
(38.923706, -75.469299)"
2012,3320,BALTIMORE AIRCOIL,Nickel Compounds,1996WBLTMR1162H,1162 Holly Hill Rd,Milford,19963,Kent,N495,Dale Wagner,9103917933,dwagner@baltimoreaircoil.com,Dale Wagner,9103917933,dwagner@baltimoreaircoil.com,333,333415,,,,,,0,1,0,,,0,,,4,0,1.299999952,0,,0,,0,0,0,0,0,0,1,,0,0,0,212290,M93,PA,43812,M93,DE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,256102,0,0,0,1.100000024,1.299999952,0,0,0,0,0,1.299999952,0,0,,,,,,,,,,Dale Wagner,EHS Manager,0,0,,E1,,,,,,,,,,,,,,,,,PHILADELPHIA,"THALHEIMER BROTHERS, INC",C,WILMINGTON,DIAMOND STATE RECYCLING CORP,C,,,,,,,,,,,,,,,,,,,,,,"1162 Holly Hill Rd
Milford, DE 19963
(38.923706, -75.469299)"
2012,3325,BASF NEWPORT,Aniline,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,62-53-3,NICHOLAS R. SAPONE,3029925600,NICHOLAS.SAPONE@BASF.COM,MAUREEN PAUKERT,9732456077,MAUREEN.PAUKERT@BASF.COM,325,325132,,,,,,0,1,0,,,0,,,5,32,0,0,,0,,0,0,0,0,0,0,,,19926,0,31221.7,18150,M56,MD,12100,M50,MD,135,M50,AR,57,M50,TX,0,M56,OH,0,M26,MD,0,M56,NJ,0,,,0,,,0,18150,0,0,1188,12292,0,0.850000024,1028.3,996.2999878,0,0,0,0,32,0,996.2999878,,,,,,,,,,Paul Moran,Site Director,0,0,O,C,,,,,,,,,M2,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WI",WILMINGTON,DE,,,,,BALTIMORE,"CLEAN HARBORS OF BALTIMORE, IN",O,BALTIMORE,"CLEAN HARBORS OF BALTIMORE, IN",O,EL DORADO,CLEAN HARBORS EL DORADO LLC,O,PORT ARTHUR,VEOLIA ES TECHNICAL SOLUTIONS,O,CINCINNATI,SPRING GROVE RESOURCE RECOVERY,O,BALTIMORE,"CLEAN HARBORS OF BALTIMORE, IN",O,MIDDLESEX,MARISOL INCORPORATED,O,,,,,,,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2012,3326,BASF NEWPORT,Biphenyl,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,92-52-4,NICHOLAS R. SAPONE,3029925600,NICHOLAS.SAPONE@BASF.COM,MAUREEN PAUKERT,9732456077,MAUREEN.PAUKERT@BASF.COM,325,325132,,,,,,0,1,0,,,0,,,5,97,0,0,,0,,0,0,0,0,0,0,,,11629,0,93052.55,122588,M56,MD,81725,M50,MD,683,M56,PA,235,M50,AR,211,M56,OH,36,M50,TX,14,M56,NJ,9,M95,NC,0,M95,MD,0,123496,0,0,2321,82005,0,0.810000002,678.4500122,581.4500122,0,0,0,0,97,0,581.4500122,,,,,,,,,,Paul Moran,Site Director,0,0,O,O,,,,,,,,,M2,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WI",WILMINGTON,DE,,,,,BALTIMORE,"CLEAN HARBORS OF BALTIMORE, IN",O,BALTIMORE,"CLEAN HARBORS OF BALTIMORE, IN",O,BAINBRIDGE,LANCASTER CNTY SWA TRASH INCIN,O,EL DORADO,CLEAN HARBORS EL DORADO LLC,O,CINCINNATI,SPRING GROVE RESOURCE RECOVERY,O,PORT ARTHUR,VEOLIA ES TECHNICAL SOLUTIONS,O,MIDDLESEX,MARISOL INCORPORATED,O,CREEDMOOR,VEOLIA ES TECHNICAL SOLUTIONS,O,BALTIMORE,"CLEAN HARBORS OF BALTIMORE, IN",O,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2012,3327,BASF NEWPORT,Cyclohexane,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,110-82-7,NICHOLAS R. SAPONE,3029925600,NICHOLAS.SAPONE@BASF.COM,MAUREEN PAUKERT,9732456077,MAUREEN.PAUKERT@BASF.COM,325,325132,,,,,,0,1,0,,,0,,,4,43,1,0,,0,,0,0,0,0,0,0,,,0,0,0,2519,M20,NY,869,M56,SC,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,869,0,2519,3416,0,0,0.790000021,44,0,0,0,0,0,44,0,0,,,,,,,,,,Paul Moran,Site Director,0,0,O,C,,,,,,,,,O,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WI",WILMINGTON,DE,,,,,ROCHESTER,KODAK PARK DIVISION,O,HOLLY HILL,HOLCIM (US) INC HOLLY HILL PLA,O,,,,,,,,,,,,,,,,,,,,,,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2012,3328,BASF NEWPORT,Methanol,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,67-56-1,NICHOLAS R. SAPONE,3029925600,NICHOLAS.SAPONE@BASF.COM,MAUREEN PAUKERT,9732456077,MAUREEN.PAUKERT@BASF.COM,325,325132,,,,,,0,1,0,,,0,,,6,16850,1631,0,,0,,0,0,0,0,0,0,,,383036,0,365849.19,26939,M20,NY,10271,M56,SC,1128,M56,MD,1009,M50,AR,792,M56,OH,752,M50,MD,119,M95,NC,110,M56,NJ,51,M50,TX,0,12301,317250,26939,814950,1931,0,0.800000012,37632.8,19151.8,0,0,0,0,18481,0,19151.8,,,,,,,,,,Paul Moran,Site Director,0,0,O,C,,,,,,,,,M2,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WI",WILMINGTON,DE,,,,,ROCHESTER,KODAK PARK DIVISION,O,HOLLY HILL,HOLCIM (US) INC HOLLY HILL PLA,O,BALTIMORE,"CLEAN HARBORS OF BALTIMORE, IN",O,EL DORADO,CLEAN HARBORS EL DORADO LLC,O,CINCINNATI,SPRING GROVE RESOURCE RECOVERY,O,BALTIMORE,"CLEAN HARBORS OF BALTIMORE, IN",O,CREEDMOOR,VEOLIA ES TECHNICAL SOLUTIONS,O,MIDDLESEX,MARISOL INCORPORATED,O,PORT ARTHUR,VEOLIA ES TECHNICAL SOLUTIONS,O,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2012,3329,BASF NEWPORT,Nitrate compounds,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,N511,NICHOLAS R. SAPONE,3029925600,NICHOLAS.SAPONE@BASF.COM,MAUREEN PAUKERT,9732456077,MAUREEN.PAUKERT@BASF.COM,325,325132,,,,,,0,1,0,,,0,,,2,0,0,0,,0,,0,0,0,0,0,0,,,24359,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0.790000021,24359,24359,0,0,0,0,0,0,24359,,,,,,,,,,Paul Moran,Site Director,0,0,,,,,,,,,,,O,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WI",WILMINGTON,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2012,3330,BASF NEWPORT,Nitric acid,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,7697-37-2,NICHOLAS R. SAPONE,3029925600,NICHOLAS.SAPONE@BASF.COM,MAUREEN PAUKERT,9732456077,MAUREEN.PAUKERT@BASF.COM,325,325132,,,,,,0,1,0,,,0,,,4,0,0,0,,0,,0,0,0,0,0,0,,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,24752,0,0,0.790000021,0,0,0,0,0,0,0,0,0,,,,,,,,,,Paul Moran,Site Director,0,0,O,O,,,,,,,,,C,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WI",WILMINGTON,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2012,3331,BASF NEWPORT,p-Chloroaniline,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,106-47-8,NICHOLAS R. SAPONE,3029925600,NICHOLAS.SAPONE@BASF.COM,MAUREEN PAUKERT,9732456077,MAUREEN.PAUKERT@BASF.COM,325,325132,,,,,,0,1,0,,,0,,,5,6,0,0,,0,,0,0,0,0,0,0,,,2226,0,2389.7,205,M56,MD,136,M50,MD,135,M50,AR,88,M56,OH,6,M56,NJ,4,M50,TX,0,M95,MD,0,,,0,,,0,299,0,0,157,275,0,0.550000012,117.3000031,111.3000031,0,0,0,0,6,0,111.3000031,,,,,,,,,,Paul Moran,Site Director,0,0,O,C,,,,,,,,,M2,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WI",WILMINGTON,DE,,,,,BALTIMORE,"CLEAN HARBORS OF BALTIMORE, IN",O,BALTIMORE,"CLEAN HARBORS OF BALTIMORE, IN",O,EL DORADO,CLEAN HARBORS EL DORADO LLC,O,CINCINNATI,SPRING GROVE RESOURCE RECOVERY,O,MIDDLESEX,MARISOL INCORPORATED,O,PORT ARTHUR,VEOLIA ES TECHNICAL SOLUTIONS,O,BALTIMORE,"CLEAN HARBORS OF BALTIMORE, IN",O,,,,,,,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2012,3332,BASF NEWPORT,Xylene (mixed isomers),19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,1330-20-7,NICHOLAS R. SAPONE,3029925600,NICHOLAS.SAPONE@BASF.COM,MAUREEN PAUKERT,9732456077,MAUREEN.PAUKERT@BASF.COM,325,325132,,,,,,0,1,0,,,0,,,4,135,850,0,,0,,0,0,0,0,0,0,,,226,0,651.7000122,378,M50,AR,59,M95,NC,20,M56,NJ,0,M56,OH,0,M95,MD,0,M50,TX,0,,,0,,,0,,,0,20,0,0,4586,437,0,0.860000014,996.2999878,11.30000019,0,0,0,0,985,0,11.30000019,,,,,,,,,,Paul Moran,Site Director,0,0,C,C,,,,,,,,,C,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WI",WILMINGTON,DE,,,,,EL DORADO,CLEAN HARBORS EL DORADO LLC,O,CREEDMOOR,VEOLIA ES TECHNICAL SOLUTIONS,O,MIDDLESEX,MARISOL INCORPORATED,O,CINCINNATI,SPRING GROVE RESOURCE RECOVERY,O,BALTIMORE,"CLEAN HARBORS OF BALTIMORE, IN",O,PORT ARTHUR,VEOLIA ES TECHNICAL SOLUTIONS,O,,,,,,,,,,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2012,3305,BASF SEAFORD,Ammonia,19973SCJHN100IN,100 INDUSTRIAL BLVD,SEAFORD,19973,Sussex,7664-41-7,NICHOLAS R. SAPONE,3029925600,NICHOLAS.SAPONE@BASF.COM,MAUREEN PAUKERT,9732456077,MAUREEN.PAUKERT@BASF.COM,325,325211,,,,,,0,1,0,,,0,,,4,77,3110,0,,0,,0,0,0,0,0,0,,,346,0,346,30,M64,VA,0,M64,DE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,3117,0,0,0.810000002,3217,30,0,0,0,0,3187,30,0,,,,,,,,,,Paul Pringle,Site Manager,0,0,O,C,,,,,,,,,O,SEAFORD WASTE TREATMENT PLANT,SEAFORD,DE,,,,,SALUDA,MIDDLE PENINSULA LANDFILL,O,GEORGETOWN,DE SOLID WASTE AUTHORITY SOUTH,O,,,,,,,,,,,,,,,,,,,,,,"100 INDUSTRIAL BLVD
SEAFORD, DE 19973
(38.657136, -75.62272)"
2012,3306,BASF SEAFORD,Butyl acrylate,19973SCJHN100IN,100 INDUSTRIAL BLVD,SEAFORD,19973,Sussex,141-32-2,NICHOLAS R. SAPONE,3029925600,NICHOLAS.SAPONE@BASF.COM,MAUREEN PAUKERT,9732456077,MAUREEN.PAUKERT@BASF.COM,325,325211,,,,,,0,1,0,,,0,,,5,135,17,0,,0,,0,0,0,0,0,0,,,0,0,0,111,M56,AR,0,M64,VA,0,M64,DE,0,,,0,,,0,,,0,,,0,,,0,,,0,111,0,0,54,0,0,0.810000002,152,0,0,0,0,0,152,0,0,,,,,,,,,,Paul Pringle,Site Manager,0,0,E1,E2,,,,,,,,,C,SEAFORD WASTE TREATMENT PLANT,SEAFORD,DE,,,,,BENTON,RINECO CHEMICAL,O,SALUDA,MIDDLE PENINSULA LANDFILL,O,GEORGETOWN,DE SOLID WASTE AUTHORITY SOUTH,O,,,,,,,,,,,,,,,,,,,"100 INDUSTRIAL BLVD
SEAFORD, DE 19973
(38.657136, -75.62272)"
2012,3307,BASF SEAFORD,Certain Glycol Ethers,19973SCJHN100IN,100 INDUSTRIAL BLVD,SEAFORD,19973,Sussex,N230,NICHOLAS R. SAPONE,3029925600,NICHOLAS.SAPONE@BASF.COM,MAUREEN PAUKERT,9732456077,MAUREEN.PAUKERT@BASF.COM,325,325211,,,,,,0,1,0,,,0,,,4,5,0,0,,0,,0,0,0,0,0,0,,,0,0,0,345,M64,VA,0,M56,AR,0,M64,DE,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0.810000002,350,345,0,0,0,0,5,345,0,,,,,,,,,,Paul Pringle,Site Manager,0,0,O,O,,,,,,,,,O,SEAFORD WASTE TREATMENT PLANT,SEAFORD,DE,,,,,SALUDA,MIDDLE PENINSULA LANDFILL,O,BENTON,RINECO CHEMICAL,O,GEORGETOWN,DE SOLID WASTE AUTHORITY SOUTH,O,,,,,,,,,,,,,,,,,,,"100 INDUSTRIAL BLVD
SEAFORD, DE 19973
(38.657136, -75.62272)"
2012,3308,BASF SEAFORD,Ethyl acrylate,19973SCJHN100IN,100 INDUSTRIAL BLVD,SEAFORD,19973,Sussex,140-88-5,NICHOLAS R. SAPONE,3029925600,NICHOLAS.SAPONE@BASF.COM,MAUREEN PAUKERT,9732456077,MAUREEN.PAUKERT@BASF.COM,325,325211,,,,,,0,1,0,,,0,,,4,133,35,0,,0,,0,0,0,0,0,0,,,0,0,0,109,M56,AR,0,M64,VA,0,M64,DE,0,,,0,,,0,,,0,,,0,,,0,,,0,109,0,0,11,0,0,0.810000002,168,0,0,0,0,0,168,0,0,,,,,,,,,,Paul Pringle,Site Manager,0,0,E1,E2,,,,,,,,,O,SEAFORD WASTE TREATMENT PLANT,SEAFORD,DE,,,,,BENTON,RINECO CHEMICAL,O,SALUDA,MIDDLE PENINSULA LANDFILL,O,GEORGETOWN,DE SOLID WASTE AUTHORITY SOUTH,O,,,,,,,,,,,,,,,,,,,"100 INDUSTRIAL BLVD
SEAFORD, DE 19973
(38.657136, -75.62272)"
2012,3309,BASF SEAFORD,Methyl methacrylate,19973SCJHN100IN,100 INDUSTRIAL BLVD,SEAFORD,19973,Sussex,80-62-6,NICHOLAS R. SAPONE,3029925600,NICHOLAS.SAPONE@BASF.COM,MAUREEN PAUKERT,9732456077,MAUREEN.PAUKERT@BASF.COM,325,325211,,,,,,0,1,0,,,0,,,4,136,63,0,,0,,0,0,0,0,0,0,,,0,0,0,109,M56,AR,0,M64,VA,0,M64,DE,0,,,0,,,0,,,0,,,0,,,0,,,0,109,0,0,177,0,0,0.810000002,199,0,0,0,0,0,199,0,0,,,,,,,,,,Paul Pringle,Site Manager,0,0,E1,E2,,,,,,,,,O,SEAFORD WASTE TREATMENT PLANT,SEAFORD,DE,,,,,BENTON,RINECO CHEMICAL,O,SALUDA,MIDDLE PENINSULA LANDFILL,O,GEORGETOWN,DE SOLID WASTE AUTHORITY SOUTH,O,,,,,,,,,,,,,,,,,,,"100 INDUSTRIAL BLVD
SEAFORD, DE 19973
(38.657136, -75.62272)"
